web_Link,Production Name,Director,Composer/Lyricist,Playwright,Rights Holder,Preview Date,Opening Date,Closing Date,Scraped Date,Category,theatre
https://www.ibdb.com/broadway-production/mert-phil-3483,Mert & Phil,Joseph Papp,,Anne Burr,"The New York Shakespeare Festival (Joseph Papp, Producer)","Oct 14, 1974","Oct 30, 1974","Dec 08, 1974",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/short-eyes-3467,Short Eyes,Marvin Felix Camillo,,Miguel Pinero,"The New York Shakespeare Festival (Joseph Papp, Producer)","May 09, 1974","May 23, 1974","Aug 04, 1974",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/dance-of-death-3324,Dance of Death,A. J. Antoon,,August Strindberg,"The New York Shakespeare Festival (Joseph Papp, Producer)","Mar 21, 1974","Apr 04, 1974","May 05, 1974",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/what-the-wine-sellers-buy-3702,What the Wine-Sellers Buy,Michael Schultz,,Ron Milner,"The New York Shakespeare Festival (Joseph Papp, Producer)","Jan 31, 1974","Feb 14, 1974","Mar 17, 1974",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/the-au-pair-man-3669,The au Pair Man,Gerald Freedman,,Hugh Leonard,"The New York Shakespeare Festival (Joseph Papp, Producer)","Dec 13, 1973","Dec 27, 1973","Jan 27, 1974",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/boom-boom-room-3656,Boom Boom Room,Joseph Papp,,David Rabe,Joseph Papp,"Oct 25, 1973","Nov 08, 1973","Dec 09, 1973",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/a-streetcar-named-desire-3190,A Streetcar Named Desire,Ellis Rabb,,Tennessee Williams,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"Apr 14, 1973","Apr 26, 1973","Jul 29, 1973",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/the-merchant-of-venice-3177,The Merchant of Venice,Ellis Rabb,,William Shakespeare,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"Feb 18, 1973","Mar 01, 1973","Apr 07, 1973",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/the-plough-and-the-stars-3162,The Plough and the Stars,Daniel Sullivan,,Sean O'Casey,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"Dec 23, 1972","Jan 04, 1973","Feb 10, 1973",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/enemies-3099,Enemies,Ellis Rabb,,Maxim Gorky,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"Oct 28, 1972","Nov 09, 1972","Dec 16, 1972",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/man-of-la-mancha-3548,Man of La Mancha,Albert Marre,Joe Darion,Dale Wasserman,Albert W. SeldenandHal James,"Jun 22, 1972","Jun 22, 1972","Oct 21, 1972",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/the-crucible-3537,The Crucible,John Berry,,Arthur Miller,Repertory Theatre of Lincoln Center (under the direction of Jules Irving and Robert Symonds),"Apr 27, 1972","Apr 27, 1972","Jun 03, 1972",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/twelfth-night-3645,Twelfth Night,Ellis Rabb,,William Shakespeare,Repertory Theatre of Lincoln Center (under the direction of Jules Irving and Robert Symonds),"Feb 20, 1972","Mar 02, 1972","Apr 08, 1972",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
