web_Link,Production Name,Director,Composer/Lyricist,Playwright,Rights Holder,Preview Date,Opening Date,Closing Date,Scraped Date,Category
https://www.ibdb.com/broadway-production/the-bands-visit-514964,The Band's Visit,David Cromer,David Yazbek,Itamar Moses,"Orin Wolf,StylesFour Productions,Evamere Entertainment,Atlantic Theater Company,David F. Schwartz,Barbara Broccoli,Frederick Zollo,Grove • REG,Lassen Blume Baldwin,Thomas Steven Perakos,Marc Platt,The Shubert Organization,The Baruch / Routh / Frankel / Viertel Group,Robert Cole,deRoy-Carr-Klausner,Federman-Moellenberg,FilmNation Entertainment,Roy Furman,FVSL Theatricals,Hendel-Karmazin,HoriPro Inc.,IPN,Jam Theatricals,The John Gore Organization,Koenigsberg-Krauss,David Mirvish,James L. Nederlander,Al Nocciolino,Once Upon a Time Productions,Susan RoseandPaul Shiverick","Oct 07, 2017","Nov 09, 2017","Apr 07, 2019",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/six-degrees-of-separation-511243,Six Degrees of Separation,Trip Cullman,,John Guare,"Stuart Thompson,Louise L. Gund,Tim Levy,John Breglio,Scott M. Delman,Tulchin Bartner Productions,Franki De La Vega,Jane Bergère,John Gore,Gregory Holt,The Lowy Salpeter CompanyandLaRuffa Hysell Group","Apr 05, 2017","Apr 25, 2017","Jun 18, 2017",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-present-508170,The Present,John Crowley,,Andrew Upton,"Stuart Thompson,Sydney Theatre Company,Jon B. Platt,Scott M. Delman,Ruth Hendel,The Shubert Organization,Robert G. Bartner,John GoreandJimter Productions LLC","Dec 17, 2016","Jan 08, 2017","Mar 19, 2017",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/alton-brown-live-eat-your-science-510322,Alton Brown Live: Eat Your Science,,,,Alton BrownandMagicSpace Entertainment,"Nov 22, 2016","Nov 22, 2016","Nov 27, 2016",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-curious-incident-of-the-dog-in-the-night-time-496544,The Curious Incident of the Dog in the Night-Time,Marianne Elliott,,Simon Stephens,"Stuart Thompson,Tim Levy,NT America,Warner Bros. Theatre Ventures,Nick Starr & Chris Harper,NT Productions,Bob Boyett,Roger Berlind,Scott M. Delman,Roy Furman,Glass Half Full Productions,Ruth Hendel,Jon B. Platt,Prime Number Group,Scott Rudin,Triple Play BroadwayandThe Shubert Organization","Sep 10, 2014","Oct 05, 2014","Sep 04, 2016",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/a-raisin-in-the-sun-495163,A Raisin in the Sun,Kenny Leon,,Lorraine Hansberry,"Scott Rudin,Roger Berlind,Eli Bush,Jon B. Platt,Scott M. Delman,Roy Furman,Stephanie P. McClelland,Ruth Hendel,Sonia Friedman / Tulchin Bartner,The Araca Group,Heni Koenigsberg,Daryl RothandJoan Raffe & Jhett Tolentino","Mar 08, 2014","Apr 03, 2014","Jun 15, 2014",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/betrayal-494564,Betrayal,Mike Nichols,,Harold Pinter,"Scott Rudin,Barry Diller,Eli Bush,Jon B. Platt,Roger Berlind,Scott M. Delman,Roy Furman,John Gore,Stephanie P. McClelland,Sonia Friedman / Tulchin Bartner,The Araca Group,Ruth Hendel,Heni KoenigsbergandDaryl Roth","Oct 01, 2013","Oct 27, 2013","Jan 05, 2014",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/macbeth-494068,Macbeth,John TiffanyandAndrew Goldberg,Max Richter,William Shakespeare,Ken Davenport,"Apr 07, 2013","Apr 21, 2013","Jul 14, 2013",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/chaplin-492870,Chaplin,Warren Carlyle,Christopher Curtis,Christopher CurtisandThomas Meehan,"Rich Entertainment Group,John & Claire Caudwell,Roy Gabay,Viertel Routh Frankel Baruch Group,Chunsoo Shin / Waxman-DoktonandBroadway Across America","Aug 21, 2012","Sep 10, 2012","Jan 06, 2013",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/death-of-a-salesman-491286,Death of a Salesman,Mike Nichols,,Arthur Miller,"Scott Rudin,Stuart Thompson,Jon B. Platt,Columbia Pictures,Jean Doumanian,Merritt Forrest Baer,Roger Berlind,Scott M. Delman,Sonia Friedman Productions,Ruth Hendel,Carl Moellenberg,Scott and Brian ZeilingerandEli Bush","Feb 14, 2012","Mar 15, 2012","Jun 02, 2012",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/an-evening-with-patti-lupone-and-mandy-patinkin-490614,An Evening with Patti LuPone and Mandy Patinkin,Mandy Patinkin,,,"Staci Levine,The Dodgers,Jon B. PlattandJessica R. Jenen","Nov 16, 2011","Nov 21, 2011","Jan 13, 2012",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/arcadia-489559,Arcadia,David Leveaux,,Tom Stoppard,"Sonia Friedman Productions,Roger Berlind,Stephanie P. McClelland,Scott M. Delman,Nicholas Quinn Rosenkranz,Disney Theatrical Group,Robert G. Bartner,Olympus TheatricalsandDouglas G. Smith","Feb 26, 2011","Mar 17, 2011","Jun 19, 2011",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/elling-488693,Elling,Doug Hughes,David Van Tieghem,,"Howard Panter / Ambassador Theatre Group,Bob Bartner,Bill Kenwright,John O'Boyle,Deborah Taylor,Burnt Umber,Finalo Dwyer,Elling Ellingsen and Magnus Karlsen,Bill Ballard / David Mirvish,Ronnie Planalp,Toledo Productions,Lorenzo Thione,Jay Kuo,Harris Karma Productions,Jayne Baron Sherman,Robert Driemeyer,Cameron / MathieuandDodger Theatricals","Nov 02, 2010","Nov 21, 2010","Nov 28, 2010",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/race-483898,Race,David Mamet,,David Mamet,"Jeffrey Richards,Jerry Frankel,Jam Theatricals,JK Productions,Peggy Hill & Nicholas Quinn Rosenkranz,Scott M. Delman,James L. Nederlander / Terry Allen Kramer,Mort Swinsky / Joseph Deitch,Bat-Barry Productions,Ronald Frankel,James Fuld, Jr.,Kathleen K. Johnson,Terry Schnuck,The Weinstein Company,Jay & Cindy Gutterman / Stewart MercerandMarc Frankel","Nov 17, 2009","Dec 06, 2009","Aug 21, 2010",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/exit-the-king-482525,Exit the King,Neil Armfield,,Eugene Ionesco,"Stuart Thompson,Robert Fox,Howard Panter,Scott Rudin,Tulchin / Bartner,Jon B. Platt,John Frost,The Weinstein Company / Norton Herrick,Michael Edwards & Carole Winter,Daniel Sparrow / Mike WalshandThe Shubert Organization","Mar 07, 2009","Mar 26, 2009","Jun 14, 2009",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/speed-the-plow-480735,Speed-the-Plow,Neil Pepe,,David Mamet,"Jeffrey Richards,Jerry Frankel,Jam Theatricals,JK Productions,Ronald Frankel,Ostar Productions,Peggy Hill,Bat-Barry Productions,Ken Davenport,Scott Delman,Ergo Entertainment,Dede Harris,Alan D. Marks,Patty Ann McKinnon,Nicholas Quinn Rosenkranz,Adam SansiveriandJamie deRoy / Carl Moellenberg","Oct 03, 2008","Oct 23, 2008","Feb 22, 2009",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/november-467154,November,Joe Mantello,,David Mamet,"Jeffrey Richards,Jerry Frankel,Jam Theatricals,Bat-Barry Productions,Michael Cohl,Ergo Entertainment,Michael Filerman,Ronald Frankel,Barbara and Buddy Freitag,James Fuld, Jr.,Roy Furman,JK Productions,Harold Thau,Jamie deRoy / Ted SnowdonandWendy Federman","Dec 20, 2007","Jan 17, 2008","Jul 13, 2008",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/duran-duran-red-carpet-massacre-470383,Duran Duran: Red Carpet Massacre,,Duran Duran,,,"Nov 01, 2007","Nov 01, 2007","Nov 09, 2007",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/company-423555,Company,John Doyle,Stephen Sondheim,George Furth,"Marc Routh,Richard Frankel,Thomas Viertel,Steven Baruch,Ambassador Theatre Group,Tulchin Bartner Productions,Darren BagertandCincinnati Playhouse in the Park (Edward Stern, Producing Artistic Director","Oct 30, 2006","Nov 29, 2006","Jul 01, 2007",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/ring-of-fire-406669,Ring of Fire,"Richard Maltby, Jr.",,,"William Meade,CTM Productions (David Weil, Cricket Hooper, Mark Kaufman),Bob Cuillo,GFour ProductionsandJames B. Freydberg","Feb 08, 2006","Mar 12, 2006","Apr 30, 2006",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-glass-menagerie-390256,The Glass Menagerie,David Leveaux,,Tennessee Williams,Bill Kenwright,"Feb 24, 2005","Mar 22, 2005","Jul 03, 2005",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/sly-fox-13536,Sly Fox,Arthur Penn,,Larry Gelbart,"Julian Schlossberg,Roy Furman,Ben Sprecher,Michael Gardner,James Fantaci,Cheryl Lachowicz,Christine DuncanandNelle Nugent","Mar 12, 2004","Apr 01, 2004","Aug 29, 2004",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/salome-13498,Salome,Estelle Parsons,,Oscar Wilde,"Robert Fox,Daryl RothandAmy Nederlander","Apr 11, 2003","Apr 30, 2003","Jun 12, 2003",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/imaginary-friends-13421,Imaginary Friends,Jack O'Brien,Craig Carnelia,Nora Ephron,USA OSTAR Theatricals,"Nov 25, 2002","Dec 12, 2002","Feb 16, 2003",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-tale-of-the-allergists-wife-12550,The Tale of the Allergist's Wife,Lynne Meadow,,Charles Busch,"Manhattan Theatre Club (Lynne Meadow, Artistic Director","Oct 12, 2000","Nov 02, 2000","Sep 15, 2002",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-real-thing-12492,The Real Thing,David Leveaux,,Tom Stoppard,"Anita Waxman,Elizabeth Williams,Ron KastnerandMiramax Films","Mar 29, 2000","Apr 17, 2000","Aug 13, 2000",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/putting-it-together-9688,Putting It Together,Eric D. Schaeffer,Stephen Sondheim,,Cameron Mackintosh,"Oct 30, 1999","Nov 21, 1999","Feb 20, 2000",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/amys-view-7302,Amy's View,Richard Eyre,,David Hare,"Robert Fox,Scott Rudin,Roger Berlind,Joan Cullman,ABC, Inc.andThe Shubert Organization","Apr 03, 1999","Apr 15, 1999","Jul 18, 1999",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/electra-5701,Electra,David Leveaux,,Sophocles,"Eric Krebs,Randall L. Wreghitt,Anita Waxman,Elizabeth WilliamsandLawrence Horowitz","Nov 19, 1998","Dec 03, 1998","Mar 21, 1999",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-life-4748,The Life,Michael Blakemore,Ira Gasman,"David Newman,Ira GasmanandCy Coleman","Roger Berlind,Martin Richards,Cy ColemanandSam Crothers","Apr 08, 1997","Apr 26, 1997","Jun 07, 1998",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/an-ideal-husband-4793,An Ideal Husband,Peter Hall,,Oscar Wilde,Bill Kenwright,"Apr 25, 1996","May 01, 1996","Jan 26, 1997",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/indiscretions-4296,Indiscretions,Sean Mathias,,Jean Cocteau,"The Shubert Organization,Capital Cities / ABC Inc.,Roger BerlindandScott Rudin","Apr 03, 1995","Apr 27, 1995","Nov 04, 1995",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-sisters-rosensweig-4707,The Sisters Rosensweig,Daniel Sullivan,,Wendy Wasserstein,Lincoln Center Theater (André Bishop: Artistic Director,"Mar 03, 1993","Mar 18, 1993","Jul 16, 1994",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/a-streetcar-named-desire-4677,A Streetcar Named Desire,Gregory Mosher,,Tennessee Williams,"Gregory Mosher,James Walsh,Capital Cities / ABC Inc.,Suntory International CorporationandThe Shubert Organization","Mar 17, 1992","Apr 12, 1992","Aug 09, 1992",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/mule-bone-4630,Mule Bone,Michael Schultz,,Langston HughesandZora Neale Hurston,Lincoln Center Theater (Gregory Mosher: Director,"Jan 15, 1991","Feb 14, 1991","Apr 14, 1991",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/lettice-and-lovage-4558,Lettice and Lovage,Michael Blakemore,,Peter Shaffer,"The Shubert Organization,Robert Fox Ltd.andRoger Berlind","Mar 13, 1990","Mar 25, 1990","Dec 23, 1990",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/rumors-4524,Rumors,Gene Saks,,Neil Simon,Emanuel Azenberg,"Nov 08, 1988","Nov 17, 1988","Feb 24, 1990",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-secret-rapture-4248,The Secret Rapture,David Hare,,David Hare,Joseph PappandThe Shubert Organization,"Oct 10, 1989","Oct 26, 1989","Nov 04, 1989",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/metamorphosis-4536,Metamorphosis,Steven Berkoff,,,Lars SchmidtandRoger L. Stevens,"Mar 02, 1989","Mar 06, 1989","Jul 01, 1989",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/joe-turners-come-and-gone-4499,Joe Turner's Come and Gone,Lloyd Richards,,August Wilson,"Elliot Martin,Vy HigginsenandKen Wydro","Mar 18, 1988","Mar 27, 1988","Jun 26, 1988",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/social-security-4407,Social Security,Mike Nichols,,Andrew Bergman,David GeffenandThe Shubert Organization,"Mar 26, 1986","Apr 17, 1986","Mar 22, 1987",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/lillian-4394,Lillian,Robert Whitehead,David Gooding,William Luce,"Ann Shanks,The John F. Kennedy Center for the Performing ArtsandRonald S. Lee","Jan 11, 1986","Jan 16, 1986","Feb 23, 1986",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/hurlyburly-4342,Hurlyburly,Mike Nichols,,David Rabe,Icarus ProductionsandFrederick M. Zollo,"Aug 07, 1984","Aug 07, 1984","Jun 02, 1985",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/baby-4242,Baby,"Richard Maltby, Jr.","Richard Maltby, Jr.",Sybille Pearson,"James B. Freydberg,Ivan Bloch,Kenneth-John Productions (Kenneth D. Greenblatt: President","Nov 08, 1983","Dec 04, 1983","Jul 01, 1984",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/foxfire-4192,Foxfire,David Trainer,"Jonathan Holtzman,Susan CooperandHume Cronyn",Susan CooperandHume Cronyn,"Robert Lussier,Warner Theatre Productions, Inc. / Claire Nichtern,Mary Lea JohnsonandSam Crothers","Nov 02, 1982","Nov 11, 1982","May 15, 1983",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/is-there-life-after-high-school-4171,Is there life after high school?,,Craig Carnelia,Jeffrey Kindley,"Clive Davis,Twentieth Century-Fox Theatre Productions, Inc.,Francois de MenilandHarris Maslansky","Mar 26, 1982","May 07, 1982","May 16, 1982",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-west-side-waltz-4147,The West Side Waltz,Noel Willman,,Ernest Thompson,Robert WhiteheadandRoger L. Stevens,"Nov 17, 1981","Nov 19, 1981","Mar 13, 1982",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/lunch-hour-4076,Lunch Hour,Mike Nichols,,Jean Kerr,Robert WhiteheadandRoger L. Stevens,"Nov 05, 1980","Nov 12, 1980","Jun 28, 1981",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/romantic-comedy-3817,Romantic Comedy,Joseph Hardy,,Bernard Slade,Morton Gottlieb,"Oct 30, 1979","Nov 08, 1979","Oct 18, 1980",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/i-love-my-wife-3994,I Love My Wife,Gene Saks,Michael Stewart,Michael Stewart,Terry Allen KramerandHarry Rigby,"Apr 13, 1977","Apr 17, 1977","May 20, 1979",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/american-buffalo-3895,American Buffalo,Ulu Grosbard,,David Mamet,Edgar LansburyandJoseph Beruh,"Feb 08, 1977","Feb 16, 1977","Jun 11, 1977",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/poor-murderer-3868,Poor Murderer,Herbert Berghof,,Pavel Kohout,"Kermit Bloomgarden,John BloomgardenandKen Marsolais","Oct 13, 1976","Oct 20, 1976","Jan 02, 1977",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/legend-3840,Legend,Robert Drivas,,Samuel Taylor,Gladys RackmilandThe John F. Kennedy Center for the Performing Arts,"Apr 27, 1976","May 13, 1976","May 15, 1976",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/travesties-3765,Travesties,Peter Wood,,Tom Stoppard,"David Merrick,Doris Cole AbrahamsandBurry Fredrik","Oct 27, 1975","Oct 30, 1975","Mar 13, 1976",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-night-that-made-america-famous-3726,The Night That Made America Famous,Gene Frankel,Harry Chapin,,Edgar LansburyandJoseph Beruh,"Feb 14, 1975","Feb 26, 1975","Apr 06, 1975",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/dreyfus-in-rehearsal-3482,Dreyfus in Rehearsal,Garson Kanin,,Jean-Claude Grumberg,David Merrick,"Oct 15, 1974","Oct 17, 1974","Oct 26, 1974",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/nol-coward-in-two-keys-3704,Noël Coward in Two Keys,,,,,,,,2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/holiday-3667,Holiday,Michael Montel,,Philip Barry,"New Phoenix Repertory Co. (T. Edward Hambleton, Michael Montel: managing directors","Dec 26, 1973","Dec 26, 1973","Feb 16, 1974",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/chemin-de-fer-3660,Chemin de Fer,Stephen Porter,,Georges Feydeau,"New Phoenix Repertory Co. (T. Edward Hambleton, Michael Montel: managing directors","Nov 26, 1973","Nov 26, 1973","Feb 16, 1974",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-visit-3659,The Visit,Harold Prince,,Friedrich Duerrenmatt,"New Phoenix Repertory Co. (T. Edward Hambleton, Michael Montel: managing directors","Nov 25, 1973","Nov 25, 1973","Feb 16, 1974",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/emperor-henry-iv-3186,Emperor Henry IV,Clifford Williams,,Luigi Pirandello,S. Hurok,"Mar 26, 1973","Mar 28, 1973","Apr 28, 1973",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/dont-play-us-cheap-3544,Don't Play Us Cheap!,Melvin Van Peebles,Melvin Van Peebles,Melvin Van Peebles,Melvin Van Peebles,"May 12, 1972","May 16, 1972","Sep 30, 1972",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/captain-brassbounds-conversion-3531,Captain Brassbound's Conversion,Stephen Porter,,George Bernard Shaw,Roger L. StevensandArthur Cantor,"Apr 17, 1972","Apr 17, 1972","Apr 29, 1972",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/voices-3526,Voices,Gilbert Cates,,Richard Lortz,"Jerry Schlossberg,Jerry HammerandAdela Holzer","Mar 27, 1972","Apr 03, 1972","Apr 08, 1972",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/inner-city-3629,Inner City,Tom O'Horgan,Eve Merriam,,"Joseph Kipness,Lawrence KashaandTom O'Horgan","Nov 29, 1971","Dec 19, 1971","Mar 11, 1972",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/aint-supposed-to-die-a-natural-death-3616,Ain't Supposed to Die a Natural Death,Gilbert Moses,Melvin Van Peebles,Melvin Van Peebles,"Eugene V. Wolsk,Charles Blackwell,Emanuel AzenbergandRobert Malina","Oct 08, 1971","Oct 20, 1971","Jul 30, 1972",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-philanthropist-3591,The Philanthropist,Robert Kidd,,Christopher Hampton,David Merrick,"Mar 11, 1971","Mar 15, 1971","May 15, 1971",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/conduct-unbecoming-3088,Conduct Unbecoming,Val May,,Barry England,Donald AlberyandRoger L. Stevens,"Sep 28, 1970","Oct 12, 1970","Feb 14, 1971",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/a-place-for-polly-3524,A Place for Polly,Ronny Graham,,Lonnie Coleman,"Ken Gaston,Leonard J. GoldbergandDavid G. Meyers","Apr 18, 1970","Apr 18, 1970","Apr 18, 1970",2025-06-26,Creative Team and Performance Data
https://www.ibdb.com/broadway-production/the-chinese-and-dr-fish-3512,The Chinese and Dr. Fish,,,,,,,,2025-06-26,Creative Team and Performance Data
